8312467,2017,8/4/17,1/24/17,2256,1/24/17 22:56,2,3,4110,0,EL CAMINO REAL,HILLCREST BL,327,N,N,A,-,Y,SM,4,82,-,-,16.36,H,-,N,N,4,2,A,-,3,22350,,F,C,C,A,A,H,-,C,D,,-,,-,-,,,SAN MATEO,MILLBRAE,-122.3925929,37.60288303
8340462,2017,4/18/17,2/10/17,2256,2/10/17 22:56,5,5,4308,0,S ABEL AT,SERRA WY,0,,Y,A,-,N,,,,,,,,,,Y,3,4,A,-,3,22350,,N,C,C,A,A,H,-,C,A,,A,1,-,-,37.42777,-121.90836,SANTA CLARA,MILPITAS,,
90395580,2017,2/17/17,2/1/17,2255,2/1/17 22:55,3,6,105,0,I-680 SOUTHBOUND,SCOTT CREEK ROAD,1292,N,N,B,-,Y,,,680,,,,,,S,Y,3,2,A,-,3,22350,,N,C,C,A,B,H,-,C,D,,A,1,-,-,37.46921,-121.90801,ALAMEDA,FREMONT,-121.9080825,37.46915159
90386186,2017,2/6/17,1/27/17,2255,1/27/17 22:55,5,7,4313,0,I-280 N/B,MCLAUGHLIN AVE,1584,N,N,A,-,Y,,,,,,,,,,Y,4,5,A,-,3,22350,,N,C,C,A,A,H,-,C,D,,A,1,-,-,37.2031,-121.51405,SANTA CLARA,SAN JOSE,-121.8530939,37.33913482
90364450,2017,3/13/17,1/6/17,2255,1/6/17 22:55,5,9,4300,0,US-101 N/B,E. SAN MARTIN AVE.,2640,S,N,B,-,Y,,,101,,,,,,N,Y,4,2,A,-,3,22350,,N,C,C,A,B,H,-,D,D,,A,1,-,-,37.07881,-121.59352,SANTA CLARA,UNINCORPORATED,-121.5936326,37.07874864
90368049,2017,2/16/17,1/4/17,2253,1/4/17 22:53,3,7,3801,0,I-280 N/B,SICKLES AVE,1584,N,N,B,C,Y,,,280,,,,,,N,Y,3,4,A,-,3,22350,,N,C,C,A,B,H,-,C,D,,A,7,-,-,37.71378,-122.4513,SAN FRANCISCO,SAN FRANCISCO,-122.4514148,37.71391756
8282507,2017,5/31/17,1/4/17,2253,1/4/17 22:53,3,4,4304,0,10TH ST,MONTEREY RD,116,E,N,C,-,N,,,,,,,,,,Y,4,2,A,-,0,20001,,F,C,C,A,B,H,-,C,D,,-,,-,-,,,SANTA CLARA,GILROY,-121.56574,37.00032
8302076,2017,2/15/17,1/23/17,2253,1/23/17 22:53,1,5,701,0,JAMES DONLON BL,BLYTHE DR,291,W,N,A,-,N,,,,,,,,,,Y,4,1,A,-,3,22350,,N,E,I,A,B,H,-,C,D,,A,8,-,-,,,CONTRA COSTA,ANTIOCH,-121.8213722,37.98041551
8358838,2017,5/5/17,1/29/17,2252,1/29/17 22:52,7,5,701,0,SOMERSVILLE RD,JAMES DONLON BL,450,S,N,A,-,N,,,,,,,,,,Y,4,1,A,-,3,22350,,N,A,I,A,A,H,-,C,D,Y,A,1,-,-,,,CONTRA COSTA,ANTIOCH,-121.8535016,37.98606387
90395570,2017,2/17/17,2/1/17,2250,2/1/17 22:50,3,6,105,0,I-680 SOUTHBOUND,SCOTT CREEK ROAD,1400,N,N,B,-,Y,,,680,,,,,,S,Y,3,1,A,-,8,22107,,N,E,I,A,B,H,-,C,D,,A,7,-,-,37.46921,-121.90801,ALAMEDA,FREMONT,-121.9080825,37.46915159
8320406,2017,3/15/17,2/10/17,2250,2/10/17 22:50,5,6,105,0,CEDARWOOD DR,CRESTWOOD ST,0,,Y,A,-,N,,,,,,,,,,N,4,2,A,-,12,22450,A,N,D,C,A,A,H,-,C,A,,A,1,-,-,33.18143,-117.64741,ALAMEDA,FREMONT,-121.9617199,37.5156299
8309564,2017,3/6/17,1/6/17,2250,1/6/17 22:50,5,7,109,0,BANCROFT AV,78TH AV,0,,Y,A,-,N,,,,,,,,,,N,4,3,A,-,3,22350,,M,C,C,B,A,H,-,C,A,,D,22,-,-,,,ALAMEDA,OAKLAND,-122.1740199,37.76335999
8305506,2017,2/21/17,1/24/17,2249,1/24/17 22:49,2,7,3801,0,MCALLISTER ST,GOUGH ST,0,,Y,A,-,N,,,,,,,,,,N,4,2,A,-,0,20001,,F,G,B,D,A,H,-,C,A,,A,1,-,-,,,SAN FRANCISCO,SAN FRANCISCO,-122.4235399,37.77966998
8302493,2017,3/21/17,1/19/17,2249,1/19/17 22:49,4,5,701,0,CONTRA LOMA BL,SAN JOSE DR,0,,Y,C,-,N,,,,,,,,,,Y,3,2,A,-,8,22107,,N,B,C,A,B,H,-,C,D,,A,1,-,-,,,CONTRA COSTA,ANTIOCH,-121.8228199,37.99460996
90393352,2017,2/15/17,1/25/17,2248,1/25/17 22:48,3,9,4100,0,SKYLINE BLVD AND HAYNE RD.,HAYNE RD.,50,N,N,A,-,N,,,,,,,,,,Y,4,1,A,-,1,23152,A,N,F,A,A,A,H,-,D,D,Y,A,7,-,-,37.5487,-122.3706,SAN MATEO,UNINCORPORATED,,
8292323,2017,4/14/17,2/4/17,2248,2/4/17 22:48,6,5,710,0,COALINGA AV,17TH ST,75,E,N,A,-,N,,,,,,,,,,Y,4,1,A,-,1,23152,A,M,E,I,A,A,H,-,C,D,Y,A,1,-,-,,,CONTRA COSTA,RICHMOND,-122.3535298,37.9474085
7199970,2017,7/26/17,1/27/17,2246,1/27/17 22:46,5,4,4310,0,EAST DUNNE AV,GALLOP DR,0,,Y,A,-,N,,,,,,,,,,Y,1,1,A,-,3,22350,,N,E,I,A,A,H,-,C,D,,C,2,-,-,,,SANTA CLARA,MORGAN HILL,-121.60652,37.14166003
90367305,2017,1/11/17,1/4/17,2245,1/4/17 22:45,3,7,3801,0,I-280 N/B,SICKLES AVE,1584,N,N,B,C,Y,,,280,,,,,,N,Y,3,1,A,-,8,22107,,N,E,I,A,B,H,-,C,D,,A,1,-,-,37.71378,-122.4513,SAN FRANCISCO,SAN FRANCISCO,-122.4514148,37.71391756
8305409,2017,3/2/17,1/13/17,2245,1/13/17 22:45,5,7,3801,0,MISSION ST,VALENCIA ST,0,,Y,-,-,N,,,,,,,,,,N,4,2,A,-,10,21950,A,N,G,B,E,-,-,-,-,-,,A,1,-,-,,,SAN FRANCISCO,SAN FRANCISCO,-122.41987,37.74558993
90399564,2017,2/24/17,1/29/17,2245,1/29/17 22:45,7,4,4120,0,SR-92 W/B,FIRST E/B PULL OUT,500,W,N,A,-,Y,,,,,,,,,,Y,3,2,A,-,1,23152,A,N,C,C,A,A,H,-,C,D,Y,A,1,-,-,37.12314,-122.90741,SAN MATEO,FOSTER CITY,,
90383129,2017,2/1/17,1/23/17,2245,1/23/17 22:45,1,5,4117,0,US-101 S/B,GRAND AVE,70,S,N,B,-,Y,,,101,,,,,,S,Y,4,3,A,-,3,22350,,N,C,C,A,B,H,-,C,D,,A,1,-,-,37.65584,-122.40673,SAN MATEO,SOUTH SAN FRANCISCO,-122.4067782,37.65585665
8339451,2017,4/3/17,2/2/17,2245,2/2/17 22:45,4,7,109,0,73RD AV,GARFIELD AV,211,N,N,B,-,N,,,,,,,,,,Y,3,2,A,-,3,22350,,N,C,C,A,A,H,-,C,D,,A,1,-,-,,,ALAMEDA,OAKLAND,-122.175107,37.76730908
